"","unique_staying_id","subject_id","latitude","longitude","study_id","location_id","staying_time_start","staying_time_end","staying_day_of_week","staying_time_of_day","staying_count_surveyor","staying_conditions","staying_microclimate","staying_temperature","staying_row_total","staying_group_size","staying_race_ethnicity","staying_gender","staying_age","standing","leaning","sitting_formal_all","sitting_formal_public","sitting_formal_public_fixed_bench","sitting_formal_public_fixed_wall_with_seats","sitting_formal_public_movable_seat","sitting_formal_commercial","sitting_formal_private","sitting_informal","lying","staying_mobility_assist","commercial_all","commercial_selling","commercial_selling_informal","commercial_buying","commercial_observing","eating_drinking","talking_to_others","smoking","cultural","recreation_active","recreation_active_play","recreation_passive_reading_writing","recreation_passive","waiting_transportation","waiting_non_public_transportation","working_civic","disruptive","disruptive_aggressive","disruptive_intoxicated","living_public","using_electronics","soliciting","staying_covid_mask","staying_covid_social_distance","taking_care_child","feeding_child","chance_encounter","other","staying_notes","location_neighborhood","S_HOOD"
"788",788,"",NA,NA,"2018_Seattle_Citywide","PIK4","07/23/2018 07:05:00 PM","07/23/2018 07:25:00 PM","Weekday","Evening","UD4H","","Sun-Shaded",75,1,"1","W","Male","25-44",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,"","",NA,NA,NA,NA,"","Pike/Pine","Pike-Market"
"789",789,"",NA,NA,"2018_Seattle_Citywide","PIK4","07/24/2018 09:18:00 AM","07/24/2018 09:38:00 AM","Weekday","Morning","UD4H","","Sun-Shaded",74,1,"1","A","Male","25-44",NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,"","",NA,NA,NA,NA,"","Pike/Pine","Pike-Market"
"790",790,"",NA,NA,"2018_Seattle_Citywide","PIK4","07/24/2018 09:18:00 AM","07/24/2018 09:38:00 AM","Weekday","Morning","UD4H","","Sun-Shaded",74,1,"1","W","Male","25-44",NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"","Pike/Pine","Pike-Market"
"791",791,"",NA,NA,"2018_Seattle_Citywide","PIK4","07/24/2018 09:18:00 AM","07/24/2018 09:38:00 AM","Weekday","Morning","UD4H","","Sun-Shaded",74,1,"1","L","Male","25-44",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"","Pike/Pine","Pike-Market"
"792",792,"",NA,NA,"2018_Seattle_Citywide","PIK4","07/24/2018 09:18:00 AM","07/24/2018 09:38:00 AM","Weekday","Morning","UD4H","","Sun-Shaded",74,1,"1","W","Female","25-44",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"","",NA,NA,NA,NA,"","Pike/Pine","Pike-Market"
"793",793,"",NA,NA,"2018_Seattle_Citywide","PIK4","07/24/2018 09:18:00 AM","07/24/2018 09:38:00 AM","Weekday","Morning","UD4H","","Sun-Shaded",74,1,"1","W","Male","15-24",NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,"","",NA,NA,NA,NA,"","Pike/Pine","Pike-Market"
"794",794,"",NA,NA,"2018_Seattle_Citywide","PIK4","07/24/2018 01:06:00 PM","07/24/2018 01:26:00 PM","Weekday","Midday","UD4H","","Sun-Shaded",72,1,"1","W","Male","25-44",NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,"","",NA,NA,NA,NA,"","Pike/Pine","Pike-Market"
"795",795,"",NA,NA,"2018_Seattle_Citywide","PIK4","07/24/2018 01:06:00 PM","07/24/2018 01:26:00 PM","Weekday","Midday","UD4H","","Sun-Shaded",72,1,"1","W","Male","25-44",NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"","Pike/Pine","Pike-Market"
"796",796,"",NA,NA,"2018_Seattle_Citywide","PIK4","07/24/2018 05:20:00 PM","07/24/2018 05:40:00 PM","Weekday","Evening","UD4H","","Sun-Shaded",85,1,"1","W","Other_Unsure","25-44",NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"","Pike/Pine","Pike-Market"
"797",797,"",NA,NA,"2018_Seattle_Citywide","PIK4","07/24/2018 05:20:00 PM","07/24/2018 05:40:00 PM","Weekday","Evening","UD4H","","Sun-Shaded",85,1,"1","W","Male","25-44",NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,"","",NA,NA,NA,NA,"","Pike/Pine","Pike-Market"
"798",798,"",NA,NA,"2018_Seattle_Citywide","PIK4","07/24/2018 05:20:00 PM","07/24/2018 05:40:00 PM","Weekday","Evening","UD4H","","Sun-Shaded",85,1,"1","A","Female","15-24",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,"","",NA,NA,NA,NA,"","Pike/Pine","Pike-Market"
"799",799,"",NA,NA,"2018_Seattle_Citywide","PIK4","07/24/2018 05:20:00 PM","07/24/2018 05:40:00 PM","Weekday","Evening","UD4H","","Sun-Shaded",85,1,"1","L","Female","25-44",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"","",NA,NA,NA,NA,"","Pike/Pine","Pike-Market"
"800",800,"",NA,NA,"2018_Seattle_Citywide","PIK4","07/24/2018 05:20:00 PM","07/24/2018 05:40:00 PM","Weekday","Evening","UD4H","","Sun-Shaded",85,1,"1","A","Female","25-44",NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"","",NA,NA,NA,NA,"","Pike/Pine","Pike-Market"
"801",801,"",NA,NA,"2018_Seattle_Citywide","PIK4","08/18/2018 01:26:00 PM","08/18/2018 01:46:00 PM","Weekend","Midday","UD4H","","Sun-Shaded",72,1,"1","A","Male","25-44",NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"","",NA,NA,NA,NA,"","Pike/Pine","Pike-Market"
"802",802,"",NA,NA,"2018_Seattle_Citywide","PIK4","08/18/2018 01:26:00 PM","08/18/2018 01:46:00 PM","Weekend","Midday","UD4H","","Sun-Shaded",72,1,"1","W","Male","25-44",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"","",NA,NA,NA,NA,"","Pike/Pine","Pike-Market"
"803",803,"",NA,NA,"2018_Seattle_Citywide","PIK4","08/18/2018 01:26:00 PM","08/18/2018 01:46:00 PM","Weekend","Midday","UD4H","","Sun-Shaded",72,1,"1","W","Male","45-64",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"","",NA,NA,NA,NA,"","Pike/Pine","Pike-Market"
"804",804,"",NA,NA,"2018_Seattle_Citywide","PIK4","08/18/2018 01:26:00 PM","08/18/2018 01:46:00 PM","Weekend","Midday","UD4H","","Sun-Shaded",72,1,"1","W","Male","45-64",NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,"","",NA,NA,NA,NA,"","Pike/Pine","Pike-Market"
"805",805,"",NA,NA,"2018_Seattle_Citywide","PIK4","08/18/2018 01:26:00 PM","08/18/2018 01:46:00 PM","Weekend","Midday","UD4H","","Sun-Shaded",72,1,"2","W","Female","25-44",NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"","Pike/Pine","Pike-Market"
"806",806,"",NA,NA,"2018_Seattle_Citywide","PIK4","08/18/2018 01:26:00 PM","08/18/2018 01:46:00 PM","Weekend","Midday","UD4H","","Sun-Shaded",72,1,"2","W","Female","5-14",NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,"","",NA,NA,NA,NA,"","Pike/Pine","Pike-Market"
"807",807,"",NA,NA,"2018_Seattle_Citywide","PIK4","08/18/2018 01:26:00 PM","08/18/2018 01:46:00 PM","Weekend","Midday","UD4H","","Sun-Shaded",72,1,"4","W","Male","45-64",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"","Pike/Pine","Pike-Market"
"808",808,"",NA,NA,"2018_Seattle_Citywide","PIK4","08/18/2018 01:26:00 PM","08/18/2018 01:46:00 PM","Weekend","Midday","UD4H","","Sun-Shaded",72,1,"4","W","Female","45-64",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"","Pike/Pine","Pike-Market"
"809",809,"",NA,NA,"2018_Seattle_Citywide","PIK4","08/18/2018 01:26:00 PM","08/18/2018 01:46:00 PM","Weekend","Midday","UD4H","","Sun-Shaded",72,1,"4","W","Male","25-44",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"","Pike/Pine","Pike-Market"
"810",810,"",NA,NA,"2018_Seattle_Citywide","PIK4","08/18/2018 01:26:00 PM","08/18/2018 01:46:00 PM","Weekend","Midday","UD4H","","Sun-Shaded",72,1,"4","W","Female","25-44",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"","",NA,NA,NA,NA,"","Pike/Pine","Pike-Market"
"811",811,"",NA,NA,"2018_Seattle_Citywide","PIK4","08/18/2018 01:26:00 PM","08/18/2018 01:46:00 PM","Weekend","Midday","UD4H","","Sun-Shaded",72,1,"2","W","Female","25-44",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"","",NA,NA,NA,NA,"","Pike/Pine","Pike-Market"
"812",812,"",NA,NA,"2018_Seattle_Citywide","PIK4","08/18/2018 01:26:00 PM","08/18/2018 01:46:00 PM","Weekend","Midday","UD4H","","Sun-Shaded",72,1,"2","W","Male","25-44",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"","Pike/Pine","Pike-Market"
"813",813,"",NA,NA,"2018_Seattle_Citywide","PIK4","08/18/2018 05:19:00 PM","08/18/2018 05:39:00 PM","Weekend","Evening","UD4H","","Sun-Shaded",77,1,"1","W","Male","25-44",NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"","Pike/Pine","Pike-Market"
"814",814,"",NA,NA,"2018_Seattle_Citywide","PIK4","08/18/2018 05:19:00 PM","08/18/2018 05:39:00 PM","Weekend","Evening","UD4H","","Sun-Shaded",77,1,"1","A","Male","25-44",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"","Pike/Pine","Pike-Market"
"815",815,"",NA,NA,"2018_Seattle_Citywide","PIK4","08/18/2018 05:19:00 PM","08/18/2018 05:39:00 PM","Weekend","Evening","UD4H","","Sun-Shaded",77,1,"1","B","Female","25-44",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,"","",NA,NA,NA,NA,"","Pike/Pine","Pike-Market"
"816",816,"",NA,NA,"2018_Seattle_Citywide","PIK4","08/18/2018 05:19:00 PM","08/18/2018 05:39:00 PM","Weekend","Evening","UD4H","","Sun-Shaded",77,1,"1","W","Male","25-44",NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"","Pike/Pine","Pike-Market"
"817",817,"",NA,NA,"2018_Seattle_Citywide","PIK4","08/18/2018 05:19:00 PM","08/18/2018 05:39:00 PM","Weekend","Evening","UD4H","","Sun-Shaded",77,1,"1","W","Male","25-44",NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,"","",NA,NA,NA,NA,"","Pike/Pine","Pike-Market"
"818",818,"",NA,NA,"2018_Seattle_Citywide","PIK4","08/18/2018 05:19:00 PM","08/18/2018 05:39:00 PM","Weekend","Evening","UD4H","","Sun-Shaded",77,1,"1","W","Female","25-44",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,"","",NA,NA,NA,NA,"","Pike/Pine","Pike-Market"
"819",819,"",NA,NA,"2018_Seattle_Citywide","PIK4","08/18/2018 05:19:00 PM","08/18/2018 05:39:00 PM","Weekend","Evening","UD4H","","Sun-Shaded",77,1,"4","A","Male","25-44",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"","",NA,NA,NA,NA,"","Pike/Pine","Pike-Market"
"820",820,"",NA,NA,"2018_Seattle_Citywide","PIK4","08/18/2018 05:19:00 PM","08/18/2018 05:39:00 PM","Weekend","Evening","UD4H","","Sun-Shaded",77,1,"4","A","Female","25-44",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"","Pike/Pine","Pike-Market"
"821",821,"",NA,NA,"2018_Seattle_Citywide","PIK4","08/18/2018 05:19:00 PM","08/18/2018 05:39:00 PM","Weekend","Evening","UD4H","","Sun-Shaded",77,1,"4","A","Male","5-14",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"","Pike/Pine","Pike-Market"
"822",822,"",NA,NA,"2018_Seattle_Citywide","PIK4","08/18/2018 05:19:00 PM","08/18/2018 05:39:00 PM","Weekend","Evening","UD4H","","Sun-Shaded",77,1,"4","A","Female","0-4",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"","Pike/Pine","Pike-Market"
"823",823,"",NA,NA,"2018_Seattle_Citywide","PIK4","08/18/2018 05:19:00 PM","08/18/2018 05:39:00 PM","Weekend","Evening","UD4H","","Sun-Shaded",77,1,"2","A","Male","25-44",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"","Pike/Pine","Pike-Market"
"824",824,"",NA,NA,"2018_Seattle_Citywide","PIK4","08/18/2018 05:19:00 PM","08/18/2018 05:39:00 PM","Weekend","Evening","UD4H","","Sun-Shaded",77,1,"2","A","Female","25-44",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"","Pike/Pine","Pike-Market"
"825",825,"",NA,NA,"2018_Seattle_Citywide","BEA1","07/21/2018 01:29:00 PM","07/21/2018 01:49:00 PM","Weekend","Midday","UD4H","","Sun-Exposed",68,1,"1","B","Female","25-44",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"","",NA,NA,NA,NA,"","North Beacon Hill","North Beacon Hill"
"826",826,"",NA,NA,"2018_Seattle_Citywide","BEA1","07/21/2018 01:29:00 PM","07/21/2018 01:49:00 PM","Weekend","Midday","UD4H","","Sun-Exposed",68,1,"1","B","Male","5-14",NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"","North Beacon Hill","North Beacon Hill"
"827",827,"",NA,NA,"2018_Seattle_Citywide","BEA1","07/21/2018 01:29:00 PM","07/21/2018 01:49:00 PM","Weekend","Midday","UD4H","","Sun-Exposed",68,1,"4","L","Male","25-44",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"","",NA,NA,NA,NA,"","North Beacon Hill","North Beacon Hill"
"828",828,"",NA,NA,"2018_Seattle_Citywide","BEA1","07/21/2018 01:29:00 PM","07/21/2018 01:49:00 PM","Weekend","Midday","UD4H","","Sun-Exposed",68,1,"4","L","Male","5-14",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"","North Beacon Hill","North Beacon Hill"
"829",829,"",NA,NA,"2018_Seattle_Citywide","BEA1","07/21/2018 01:29:00 PM","07/21/2018 01:49:00 PM","Weekend","Midday","UD4H","","Sun-Exposed",68,1,"4","L","Male","5-14",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"","North Beacon Hill","North Beacon Hill"
"830",830,"",NA,NA,"2018_Seattle_Citywide","BEA1","07/21/2018 01:29:00 PM","07/21/2018 01:49:00 PM","Weekend","Midday","UD4H","","Sun-Exposed",68,1,"4","L","Male","0-4",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"","North Beacon Hill","North Beacon Hill"
"831",831,"",NA,NA,"2018_Seattle_Citywide","BEA1","07/21/2018 01:29:00 PM","07/21/2018 01:49:00 PM","Weekend","Midday","UD4H","","Sun-Exposed",68,1,"1","W","Female","15-24",NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,"","",NA,NA,NA,NA,"","North Beacon Hill","North Beacon Hill"
"832",832,"",NA,NA,"2018_Seattle_Citywide","BEA1","07/21/2018 04:58:00 PM","07/21/2018 05:18:00 PM","Weekend","Evening","UD4H","","Light Clouds",68,1,"1","W","Male","25-44",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"","",NA,NA,NA,NA,"","North Beacon Hill","North Beacon Hill"
"833",833,"",NA,NA,"2018_Seattle_Citywide","BEA1","07/21/2018 04:58:00 PM","07/21/2018 05:18:00 PM","Weekend","Evening","UD4H","","Light Clouds",68,1,"1","W","Female","25-44",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"","",NA,NA,NA,NA,"","North Beacon Hill","North Beacon Hill"
"834",834,"",NA,NA,"2018_Seattle_Citywide","BEA1","07/25/2018 09:36:00 AM","07/25/2018 09:56:00 AM","Weekday","Morning","UD4H","","Sun-Shaded",65,1,"1","W","Female","25-44",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"","North Beacon Hill","North Beacon Hill"
"835",835,"",NA,NA,"2018_Seattle_Citywide","BEA1","07/25/2018 01:13:00 PM","07/25/2018 01:33:00 PM","Weekday","Midday","UD4H","event:commercial_event","Sun-Shaded",72,1,"1","W","Female","25-44",NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,"","",NA,NA,NA,NA,"","North Beacon Hill","North Beacon Hill"
"836",836,"",NA,NA,"2018_Seattle_Citywide","BEA1","07/25/2018 01:13:00 PM","07/25/2018 01:33:00 PM","Weekday","Midday","UD4H","event:commercial_event","Sun-Shaded",72,1,"1","A","Male","25-44",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"","North Beacon Hill","North Beacon Hill"
"837",837,"",NA,NA,"2018_Seattle_Citywide","BEA1","07/25/2018 01:13:00 PM","07/25/2018 01:33:00 PM","Weekday","Midday","UD4H","event:commercial_event","Sun-Shaded",72,1,"1","W","Female","15-24",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"","North Beacon Hill","North Beacon Hill"
"838",838,"",NA,NA,"2018_Seattle_Citywide","BEA1","07/25/2018 01:13:00 PM","07/25/2018 01:33:00 PM","Weekday","Midday","UD4H","event:commercial_event","Sun-Shaded",72,1,"1","W","Female","15-24",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"","North Beacon Hill","North Beacon Hill"
"839",839,"",NA,NA,"2018_Seattle_Citywide","BEA1","07/25/2018 05:09:00 PM","07/25/2018 05:29:00 PM","Weekday","Evening","UD4H","","Sun-Shaded",72,1,"1","W","Female","25-44",NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,"","",NA,NA,NA,NA,"","North Beacon Hill","North Beacon Hill"
"840",840,"",NA,NA,"2018_Seattle_Citywide","BEA1","07/25/2018 05:09:00 PM","07/25/2018 05:29:00 PM","Weekday","Evening","UD4H","","Sun-Shaded",72,1,"1","A","Female","15-24",NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"","",NA,NA,NA,NA,"","North Beacon Hill","North Beacon Hill"
"841",841,"",NA,NA,"2018_Seattle_Citywide","BEA1","07/25/2018 05:09:00 PM","07/25/2018 05:29:00 PM","Weekday","Evening","UD4H","","Sun-Shaded",72,1,"2","W","Female","5-14",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,"","",NA,NA,NA,NA,"","North Beacon Hill","North Beacon Hill"
"842",842,"",NA,NA,"2018_Seattle_Citywide","BEA1","07/25/2018 05:09:00 PM","07/25/2018 05:29:00 PM","Weekday","Evening","UD4H","","Sun-Shaded",72,1,"2","W","Male","25-44",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"","North Beacon Hill","North Beacon Hill"
"843",843,"",NA,NA,"2018_Seattle_Citywide","BEA1","07/25/2018 05:09:00 PM","07/25/2018 05:29:00 PM","Weekday","Evening","UD4H","","Sun-Shaded",72,1,"2","A","Female","15-24",NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"","North Beacon Hill","North Beacon Hill"
