"","unique_staying_id","subject_id","latitude","longitude","study_id","location_id","staying_time_start","staying_time_end","staying_day_of_week","staying_time_of_day","staying_count_surveyor","staying_conditions","staying_microclimate","staying_temperature","staying_row_total","staying_group_size","staying_race_ethnicity","staying_gender","staying_age","standing","leaning","sitting_formal_all","sitting_formal_public","sitting_formal_public_fixed_bench","sitting_formal_public_fixed_wall_with_seats","sitting_formal_public_movable_seat","sitting_formal_commercial","sitting_formal_private","sitting_informal","lying","staying_mobility_assist","commercial_all","commercial_selling","commercial_selling_informal","commercial_buying","commercial_observing","eating_drinking","talking_to_others","smoking","cultural","recreation_active","recreation_active_play","recreation_passive_reading_writing","recreation_passive","waiting_transportation","waiting_non_public_transportation","working_civic","disruptive","disruptive_aggressive","disruptive_intoxicated","living_public","using_electronics","soliciting","staying_covid_mask","staying_covid_social_distance","taking_care_child","feeding_child","chance_encounter","other","staying_notes","location_neighborhood","S_HOOD"
"59",59,"",NA,NA,"2018_Seattle_Citywide","MAP1","08/11/2018 12:41:00 PM","08/11/2018 01:01:00 PM","Weekend","Midday","UD4H","","Heavy Clouds",71,1,"4","W","Female","25-44",NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"","Madison Park","Madison Park"
"60",60,"",NA,NA,"2018_Seattle_Citywide","MAP1","08/11/2018 12:41:00 PM","08/11/2018 01:01:00 PM","Weekend","Midday","UD4H","","Heavy Clouds",71,1,"4","W","Female","0-4",NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"","Madison Park","Madison Park"
"61",61,"",NA,NA,"2018_Seattle_Citywide","MAP1","08/11/2018 12:41:00 PM","08/11/2018 01:01:00 PM","Weekend","Midday","UD4H","","Heavy Clouds",71,1,"4","W","Male","0-4",NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"","Madison Park","Madison Park"
"62",62,"",NA,NA,"2018_Seattle_Citywide","MAP1","08/11/2018 12:41:00 PM","08/11/2018 01:01:00 PM","Weekend","Midday","UD4H","","Heavy Clouds",71,1,"2","W","Male","25-44",NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"","",NA,NA,NA,NA,"","Madison Park","Madison Park"
"63",63,"",NA,NA,"2018_Seattle_Citywide","MAP1","08/11/2018 12:41:00 PM","08/11/2018 01:01:00 PM","Weekend","Midday","UD4H","","Heavy Clouds",71,1,"2","W","Male","25-44",NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"","",NA,NA,NA,NA,"","Madison Park","Madison Park"
"64",64,"",NA,NA,"2018_Seattle_Citywide","MAP1","08/11/2018 12:41:00 PM","08/11/2018 01:01:00 PM","Weekend","Midday","UD4H","","Heavy Clouds",71,1,"2","W","Female","45-64",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"","Madison Park","Madison Park"
"65",65,"",NA,NA,"2018_Seattle_Citywide","MAP1","08/11/2018 12:41:00 PM","08/11/2018 01:01:00 PM","Weekend","Midday","UD4H","","Heavy Clouds",71,1,"2","W","Female","5-14",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"","Madison Park","Madison Park"
"66",66,"",NA,NA,"2018_Seattle_Citywide","MAP1","08/11/2018 12:41:00 PM","08/11/2018 01:01:00 PM","Weekend","Midday","UD4H","","Heavy Clouds",71,1,"2","W","Female","25-44",NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"","",NA,NA,NA,NA,"","Madison Park","Madison Park"
"67",67,"",NA,NA,"2018_Seattle_Citywide","MAP1","08/11/2018 12:41:00 PM","08/11/2018 01:01:00 PM","Weekend","Midday","UD4H","","Heavy Clouds",71,1,"2","W","Male","25-44",NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"","Madison Park","Madison Park"
"68",68,"",NA,NA,"2018_Seattle_Citywide","MAP1","08/11/2018 12:41:00 PM","08/11/2018 01:01:00 PM","Weekend","Midday","UD4H","","Heavy Clouds",71,1,"1","W","Female","5-14",NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"","Madison Park","Madison Park"
"69",69,"",NA,NA,"2018_Seattle_Citywide","MAP1","08/11/2018 12:41:00 PM","08/11/2018 01:01:00 PM","Weekend","Midday","UD4H","","Heavy Clouds",71,1,"1","W","Female","25-44",NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"","Madison Park","Madison Park"
"70",70,"",NA,NA,"2018_Seattle_Citywide","MAP1","08/11/2018 04:30:00 PM","08/11/2018 04:50:00 PM","Weekend","Evening","UD4H","","Sun-Shaded",72,0,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"","Madison Park","Madison Park"
"71",71,"",NA,NA,"2018_Seattle_Citywide","WAL3","08/23/2018 09:14:00 AM","08/23/2018 09:34:00 AM","Weekday","Morning","UD4H","","Light Rain",59,0,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"","Wallingford","Wallingford"
"72",72,"",NA,NA,"2018_Seattle_Citywide","TUJ1","08/01/2018 08:35:00 AM","08/01/2018 08:55:00 AM","Weekday","Morning","UD4H","","Heavy Clouds",61,1,"1","W","Male","25-44",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,"","",NA,NA,NA,NA,"","23rd & Union - Jackson","Pinehurst"
"73",73,"",NA,NA,"2018_Seattle_Citywide","TUJ1","08/01/2018 08:35:00 AM","08/01/2018 08:55:00 AM","Weekday","Morning","UD4H","","Heavy Clouds",61,1,"2","B","Male","15-24",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"","23rd & Union - Jackson","Pinehurst"
"74",74,"",NA,NA,"2018_Seattle_Citywide","TUJ1","08/01/2018 08:35:00 AM","08/01/2018 08:55:00 AM","Weekday","Morning","UD4H","","Heavy Clouds",61,1,"2","B","Male","15-24",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"","23rd & Union - Jackson","Pinehurst"
"75",75,"",NA,NA,"2018_Seattle_Citywide","TUJ1","08/01/2018 08:35:00 AM","08/01/2018 08:55:00 AM","Weekday","Morning","UD4H","","Heavy Clouds",61,1,"1","L","Female","45-64",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"","23rd & Union - Jackson","Pinehurst"
"76",76,"",NA,NA,"2018_Seattle_Citywide","TUJ1","08/01/2018 08:35:00 AM","08/01/2018 08:55:00 AM","Weekday","Morning","UD4H","","Heavy Clouds",61,1,"1","W","Female","25-44",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,"","",NA,NA,NA,NA,"","23rd & Union - Jackson","Pinehurst"
"77",77,"",NA,NA,"2018_Seattle_Citywide","TUJ1","08/01/2018 08:35:00 AM","08/01/2018 08:55:00 AM","Weekday","Morning","UD4H","","Heavy Clouds",61,1,"1","W","Male","25-44",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"","23rd & Union - Jackson","Pinehurst"
"78",78,"",NA,NA,"2018_Seattle_Citywide","TUJ1","08/01/2018 08:35:00 AM","08/01/2018 08:55:00 AM","Weekday","Morning","UD4H","","Heavy Clouds",61,1,"1","B","Female","25-44",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"","23rd & Union - Jackson","Pinehurst"
"79",79,"",NA,NA,"2018_Seattle_Citywide","TUJ1","08/01/2018 08:35:00 AM","08/01/2018 08:55:00 AM","Weekday","Morning","UD4H","","Heavy Clouds",61,1,"1","W","Male","25-44",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,"","",NA,NA,NA,NA,"","23rd & Union - Jackson","Pinehurst"
"80",80,"",NA,NA,"2018_Seattle_Citywide","TUJ1","08/01/2018 12:37:00 PM","08/01/2018 12:57:00 PM","Weekday","Midday","UD4H","","Heavy Clouds",68,1,"1","W","Male","45-64",NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"","23rd & Union - Jackson","Pinehurst"
"81",81,"",NA,NA,"2018_Seattle_Citywide","TUJ1","08/01/2018 12:37:00 PM","08/01/2018 12:57:00 PM","Weekday","Midday","UD4H","","Heavy Clouds",68,1,"1","B","Male","25-44",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"","",NA,NA,NA,NA,"","23rd & Union - Jackson","Pinehurst"
"82",82,"",NA,NA,"2018_Seattle_Citywide","TUJ1","08/01/2018 12:37:00 PM","08/01/2018 12:57:00 PM","Weekday","Midday","UD4H","","Heavy Clouds",68,1,"1","L","Female","25-44",NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,"","",NA,NA,NA,NA,"","23rd & Union - Jackson","Pinehurst"
"83",83,"",NA,NA,"2018_Seattle_Citywide","TUJ1","08/01/2018 12:37:00 PM","08/01/2018 12:57:00 PM","Weekday","Midday","UD4H","","Heavy Clouds",68,1,"1","W","Male","15-24",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,"","",NA,NA,NA,NA,"","23rd & Union - Jackson","Pinehurst"
"84",84,"",NA,NA,"2018_Seattle_Citywide","TUJ1","08/01/2018 12:37:00 PM","08/01/2018 12:57:00 PM","Weekday","Midday","UD4H","","Heavy Clouds",68,1,"1","W","Male","25-44",NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"","23rd & Union - Jackson","Pinehurst"
"85",85,"",NA,NA,"2018_Seattle_Citywide","TUJ1","08/01/2018 04:52:00 PM","08/01/2018 05:12:00 PM","Weekday","Evening","UD4H","","Sun-Shaded",77,1,"3","W","Female","45-64",NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"","23rd & Union - Jackson","Pinehurst"
"86",86,"",NA,NA,"2018_Seattle_Citywide","TUJ1","08/01/2018 04:52:00 PM","08/01/2018 05:12:00 PM","Weekday","Evening","UD4H","","Sun-Shaded",77,1,"3","W","Female","45-64",NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"","23rd & Union - Jackson","Pinehurst"
"87",87,"",NA,NA,"2018_Seattle_Citywide","TUJ1","08/01/2018 04:52:00 PM","08/01/2018 05:12:00 PM","Weekday","Evening","UD4H","","Sun-Shaded",77,1,"3","W","Female","5-14",NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"","23rd & Union - Jackson","Pinehurst"
"88",88,"",NA,NA,"2018_Seattle_Citywide","TUJ1","08/01/2018 04:52:00 PM","08/01/2018 05:12:00 PM","Weekday","Evening","UD4H","","Sun-Shaded",77,1,"2","A","Male","25-44",NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"","23rd & Union - Jackson","Pinehurst"
"89",89,"",NA,NA,"2018_Seattle_Citywide","TUJ1","08/01/2018 04:52:00 PM","08/01/2018 05:12:00 PM","Weekday","Evening","UD4H","","Sun-Shaded",77,1,"2","A","Female","5-14",NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"","23rd & Union - Jackson","Pinehurst"
"90",90,"",NA,NA,"2018_Seattle_Citywide","TUJ1","08/01/2018 04:52:00 PM","08/01/2018 05:12:00 PM","Weekday","Evening","UD4H","","Sun-Shaded",77,1,"2","W","Female","45-64",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"","23rd & Union - Jackson","Pinehurst"
"91",91,"",NA,NA,"2018_Seattle_Citywide","TUJ1","08/01/2018 04:52:00 PM","08/01/2018 05:12:00 PM","Weekday","Evening","UD4H","","Sun-Shaded",77,1,"2","W","Male","5-14",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"","23rd & Union - Jackson","Pinehurst"
"92",92,"",NA,NA,"2018_Seattle_Citywide","TUJ1","08/01/2018 04:52:00 PM","08/01/2018 05:12:00 PM","Weekday","Evening","UD4H","","Sun-Shaded",77,1,"2","W","Male","25-44",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"","23rd & Union - Jackson","Pinehurst"
"93",93,"",NA,NA,"2018_Seattle_Citywide","TUJ1","08/01/2018 04:52:00 PM","08/01/2018 05:12:00 PM","Weekday","Evening","UD4H","","Sun-Shaded",77,1,"2","W","Female","25-44",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"","23rd & Union - Jackson","Pinehurst"
"94",94,"",NA,NA,"2018_Seattle_Citywide","TUJ1","08/03/2018 08:40:00 AM","08/03/2018 09:00:00 AM","Weekday","Morning","UD4H","","Light Rain",59,1,"1","W","Male","25-44",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,"","",NA,NA,NA,NA,"","23rd & Union - Jackson","Pinehurst"
"95",95,"",NA,NA,"2018_Seattle_Citywide","TUJ1","08/03/2018 08:40:00 AM","08/03/2018 09:00:00 AM","Weekday","Morning","UD4H","","Light Rain",59,1,"1","L","Male","25-44",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,"","",NA,NA,NA,NA,"","23rd & Union - Jackson","Pinehurst"
"96",96,"",NA,NA,"2018_Seattle_Citywide","TUJ1","08/03/2018 08:40:00 AM","08/03/2018 09:00:00 AM","Weekday","Morning","UD4H","","Light Rain",59,1,"1","B","Female","25-44",NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,"","",NA,NA,NA,NA,"","23rd & Union - Jackson","Pinehurst"
"97",97,"",NA,NA,"2018_Seattle_Citywide","TUJ1","08/03/2018 12:25:00 PM","08/03/2018 12:45:00 PM","Weekday","Midday","UD4H","","Sun-Exposed",67,1,"2","B","Female","25-44",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,"","",NA,NA,NA,NA,"","23rd & Union - Jackson","Pinehurst"
"98",98,"",NA,NA,"2018_Seattle_Citywide","TUJ1","08/03/2018 12:25:00 PM","08/03/2018 12:45:00 PM","Weekday","Midday","UD4H","","Sun-Exposed",67,1,"2","W","Female","25-44",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,"","",NA,NA,NA,NA,"","23rd & Union - Jackson","Pinehurst"
"99",99,"",NA,NA,"2018_Seattle_Citywide","TUJ1","08/03/2018 12:25:00 PM","08/03/2018 12:45:00 PM","Weekday","Midday","UD4H","","Sun-Exposed",67,1,"1","W","Male","25-44",NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,"","",NA,NA,NA,NA,"","23rd & Union - Jackson","Pinehurst"
"100",100,"",NA,NA,"2018_Seattle_Citywide","TUJ1","08/03/2018 12:25:00 PM","08/03/2018 12:45:00 PM","Weekday","Midday","UD4H","","Sun-Exposed",67,1,"1","W","Female","65+",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"","23rd & Union - Jackson","Pinehurst"
"101",101,"",NA,NA,"2018_Seattle_Citywide","TUJ1","08/03/2018 12:25:00 PM","08/03/2018 12:45:00 PM","Weekday","Midday","UD4H","","Sun-Exposed",67,1,"1","W","Male","25-44",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"","23rd & Union - Jackson","Pinehurst"
"102",102,"",NA,NA,"2018_Seattle_Citywide","TUJ1","08/03/2018 04:27:00 PM","08/03/2018 04:47:00 PM","Weekday","Evening","UD4H","","Sun-Shaded",74,1,"1","W","Female","15-24",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,"","",NA,NA,NA,NA,"","23rd & Union - Jackson","Pinehurst"
"103",103,"",NA,NA,"2018_Seattle_Citywide","TUJ1","08/04/2018 12:38:00 PM","08/04/2018 12:58:00 PM","Weekend","Midday","UD4H","","Sun-Exposed",69,1,"1","W","Female","45-64",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"","23rd & Union - Jackson","Pinehurst"
"104",104,"",NA,NA,"2018_Seattle_Citywide","TUJ1","08/04/2018 12:38:00 PM","08/04/2018 12:58:00 PM","Weekend","Midday","UD4H","","Sun-Exposed",69,1,"1","W","Male","25-44",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"","23rd & Union - Jackson","Pinehurst"
"105",105,"",NA,NA,"2018_Seattle_Citywide","TUJ1","08/04/2018 12:38:00 PM","08/04/2018 12:58:00 PM","Weekend","Midday","UD4H","","Sun-Exposed",69,1,"1","W","Female","15-24",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,"","",NA,NA,NA,NA,"","23rd & Union - Jackson","Pinehurst"
"106",106,"",NA,NA,"2018_Seattle_Citywide","TUJ1","08/04/2018 12:38:00 PM","08/04/2018 12:58:00 PM","Weekend","Midday","UD4H","","Sun-Exposed",69,1,"1","W","Male","25-44",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"","23rd & Union - Jackson","Pinehurst"
"107",107,"",NA,NA,"2018_Seattle_Citywide","TUJ1","08/04/2018 12:38:00 PM","08/04/2018 12:58:00 PM","Weekend","Midday","UD4H","","Sun-Exposed",69,1,"1","W","Female","25-44",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"","23rd & Union - Jackson","Pinehurst"
"108",108,"",NA,NA,"2018_Seattle_Citywide","TUJ1","08/04/2018 12:38:00 PM","08/04/2018 12:58:00 PM","Weekend","Midday","UD4H","","Sun-Exposed",69,1,"2","W","Female","65+",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"","23rd & Union - Jackson","Pinehurst"
"109",109,"",NA,NA,"2018_Seattle_Citywide","TUJ1","08/04/2018 12:38:00 PM","08/04/2018 12:58:00 PM","Weekend","Midday","UD4H","","Sun-Exposed",69,1,"2","W","Female","65+",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"","23rd & Union - Jackson","Pinehurst"
"110",110,"",NA,NA,"2018_Seattle_Citywide","TUJ1","08/04/2018 04:08:00 PM","08/04/2018 04:28:00 PM","Weekend","Evening","UD4H","","Sun-Shaded",76,1,"1","W","Female","15-24",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"","23rd & Union - Jackson","Pinehurst"
"111",111,"",NA,NA,"2018_Seattle_Citywide","TUJ1","08/04/2018 04:08:00 PM","08/04/2018 04:28:00 PM","Weekend","Evening","UD4H","","Sun-Shaded",76,1,"1","W","Female","45-64",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"","23rd & Union - Jackson","Pinehurst"
"112",112,"",NA,NA,"2018_Seattle_Citywide","TUJ1","08/04/2018 04:08:00 PM","08/04/2018 04:28:00 PM","Weekend","Evening","UD4H","","Sun-Shaded",76,1,"1","W","Male","25-44",NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"","23rd & Union - Jackson","Pinehurst"
"113",113,"",NA,NA,"2018_Seattle_Citywide","CAP1","07/26/2018 08:30:00 AM","07/26/2018 08:50:00 AM","Weekday","Morning","UD4H","","Sun-Shaded",70,1,"1","W","Male","45-64",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"","",NA,NA,NA,NA,"","Capitol Hill","Broadway"
"114",114,"",NA,NA,"2018_Seattle_Citywide","CAP1","07/26/2018 08:30:00 AM","07/26/2018 08:50:00 AM","Weekday","Morning","UD4H","","Sun-Shaded",70,1,"1","W","Male","25-44",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,"","",NA,NA,NA,NA,"","Capitol Hill","Broadway"
