unique_staying_id,subject_id,latitude,longitude,study_id,location_id,staying_time_start,staying_time_end,staying_day_of_week,staying_time_of_day,staying_count_surveyor,staying_conditions,staying_microclimate,staying_temperature,staying_row_total,staying_group_size,staying_race_ethnicity,staying_gender,staying_age,standing,leaning,sitting_formal_all,sitting_formal_public,sitting_formal_public_fixed_bench,sitting_formal_public_fixed_wall_with_seats,sitting_formal_public_movable_seat,sitting_formal_commercial,sitting_formal_private,sitting_informal,lying,staying_mobility_assist,commercial_all,commercial_selling,commercial_selling_informal,commercial_buying,commercial_observing,eating_drinking,talking_to_others,smoking,cultural,recreation_active,recreation_active_play,recreation_passive_reading_writing,recreation_passive,waiting_transportation,waiting_non_public_transportation,working_civic,disruptive,disruptive_aggressive,disruptive_intoxicated,living_public,using_electronics,soliciting,staying_covid_mask,staying_covid_social_distance,taking_care_child,feeding_child,chance_encounter,other,staying_notes
9691,,,,2019_Yesler_Crescent,PIO11,07/10/2019 08:00:00 AM,07/10/2019 08:20:00 AM,Wednesday,Morning,SDOT,,,,1,1,B,Male,45-64,1,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,
9692,,,,2019_Yesler_Crescent,PIO11,07/10/2019 08:00:00 AM,07/10/2019 08:20:00 AM,Wednesday,Morning,SDOT,,,,1,1,B,Female,45-64,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
9693,,,,2019_Yesler_Crescent,PIO11,07/10/2019 08:00:00 AM,07/10/2019 08:20:00 AM,Wednesday,Morning,SDOT,,,,1,1,B,Other_Unsure,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9694,,,,2019_Yesler_Crescent,PIO11,07/10/2019 08:00:00 AM,07/10/2019 08:20:00 AM,Wednesday,Morning,SDOT,,,,1,1,B,Male,45-64,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9695,,,,2019_Yesler_Crescent,PIO11,07/10/2019 08:00:00 AM,07/10/2019 08:20:00 AM,Wednesday,Morning,SDOT,,,,1,2,B,Female,25-44,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,#7+#8 BECAME #8+#9
9696,,,,2019_Yesler_Crescent,PIO11,07/10/2019 08:00:00 AM,07/10/2019 08:20:00 AM,Wednesday,Morning,SDOT,,,,1,2,B,Other_Unsure,25-44,1,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,1,,,,,,,#7+#8 BECAME #8+#9
9697,,,,2019_Yesler_Crescent,PIO11,07/10/2019 08:00:00 AM,07/10/2019 08:20:00 AM,Wednesday,Morning,SDOT,,,,1,2,B,Male,25-44,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,#7+#8 BECAME #8+#9
9698,,,,2019_Yesler_Crescent,PIO11,07/10/2019 08:00:00 AM,07/10/2019 08:20:00 AM,Wednesday,Morning,SDOT,,,,1,3,B,Male,25-44,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
9699,,,,2019_Yesler_Crescent,PIO11,07/10/2019 08:00:00 AM,07/10/2019 08:20:00 AM,Wednesday,Morning,SDOT,,,,1,3,U,Other_Unsure,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
9700,,,,2019_Yesler_Crescent,PIO11,07/10/2019 08:00:00 AM,07/10/2019 08:20:00 AM,Wednesday,Morning,SDOT,,,,1,3,U,Other_Unsure,,,,1,,,,,,1,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,
9701,,,,2019_Yesler_Crescent,PIO11,07/10/2019 08:00:00 AM,07/10/2019 08:20:00 AM,Wednesday,Morning,SDOT,,,,1,1,B,Male,65+,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
9702,,,,2019_Yesler_Crescent,PIO11,07/10/2019 08:00:00 AM,07/10/2019 08:20:00 AM,Wednesday,Morning,SDOT,,,,1,1,B,Male,45-64,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,North Alley way
9703,,,,2019_Yesler_Crescent,PIO11,07/10/2019 08:00:00 AM,07/10/2019 08:20:00 AM,Wednesday,Morning,SDOT,,,,1,1,B,Male,45-64,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,
9704,,,,2019_Yesler_Crescent,PIO11,07/10/2019 08:00:00 AM,07/10/2019 08:20:00 AM,Wednesday,Morning,SDOT,,,,1,2,B,Male,45-64,1,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,
9705,,,,2019_Yesler_Crescent,PIO11,07/10/2019 08:00:00 AM,07/10/2019 08:20:00 AM,Wednesday,Morning,SDOT,,,,1,2,B,Female,25-44,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
9706,,,,2019_Yesler_Crescent,PIO11,07/10/2019 08:00:00 AM,07/10/2019 08:20:00 AM,Wednesday,Morning,SDOT,,,,1,2,B,Male,45-64,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
9707,,,,2019_Yesler_Crescent,PIO11,07/10/2019 08:00:00 AM,07/10/2019 08:20:00 AM,Wednesday,Morning,SDOT,,,,1,2,B,Female,25-44,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
9708,,,,2019_Yesler_Crescent,PIO11,07/10/2019 08:00:00 AM,07/10/2019 08:20:00 AM,Wednesday,Morning,SDOT,,,,1,1,B,Male,25-44,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,N Alley
9709,,,,2019_Yesler_Crescent,PIO6,07/10/2019 07:50:00 AM,07/10/2019 08:10:00 AM,Wednesday,Morning,SDOT,,,,1,1,A,Male,25-44,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,
9710,,,,2019_Yesler_Crescent,PIO6,07/10/2019 07:50:00 AM,07/10/2019 08:10:00 AM,Wednesday,Morning,SDOT,,,,1,1,A,Female,15-24,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,
9711,,,,2019_Yesler_Crescent,PIO6,07/10/2019 07:50:00 AM,07/10/2019 08:10:00 AM,Wednesday,Morning,SDOT,,,,1,1,W,Male,15-24,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,
9712,,,,2019_Yesler_Crescent,PIO6,07/10/2019 07:50:00 AM,07/10/2019 08:10:00 AM,Wednesday,Morning,SDOT,,,,1,2,B,Female,45-64,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
9713,,,,2019_Yesler_Crescent,PIO6,07/10/2019 07:50:00 AM,07/10/2019 08:10:00 AM,Wednesday,Morning,SDOT,,,,1,2,B,Male,45-64,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
9714,,,,2019_Yesler_Crescent,PIO6,07/10/2019 07:50:00 AM,07/10/2019 08:10:00 AM,Wednesday,Morning,SDOT,,,,1,1,W,Female,25-44,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,
9715,,,,2019_Yesler_Crescent,PIO6,07/10/2019 07:50:00 AM,07/10/2019 08:10:00 AM,Wednesday,Morning,SDOT,,,,1,1,W,Male,45-64,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,
9716,,,,2019_Yesler_Crescent,PIO6,07/10/2019 07:50:00 AM,07/10/2019 08:10:00 AM,Wednesday,Morning,SDOT,,,,1,1,B,Male,15-24,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,
9717,,,,2019_Yesler_Crescent,PIO6,07/10/2019 07:50:00 AM,07/10/2019 08:10:00 AM,Wednesday,Morning,SDOT,,,,1,1,A,Female,15-24,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
9718,,,,2019_Yesler_Crescent,PIO6,07/10/2019 07:50:00 AM,07/10/2019 08:10:00 AM,Wednesday,Morning,SDOT,,,,1,1,W,Male,15-24,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
9719,,,,2019_Yesler_Crescent,PIO6,07/10/2019 07:50:00 AM,07/10/2019 08:10:00 AM,Wednesday,Morning,SDOT,,,,1,1,A,Female,15-24,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,
9720,,,,2019_Yesler_Crescent,PIO6,07/10/2019 07:50:00 AM,07/10/2019 08:10:00 AM,Wednesday,Morning,SDOT,,,,1,1,W,Male,25-44,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
9721,,,,2019_Yesler_Crescent,PIO6,07/10/2019 07:50:00 AM,07/10/2019 08:10:00 AM,Wednesday,Morning,SDOT,,,,1,1,A,Male,25-44,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,
9722,,,,2019_Yesler_Crescent,PIO6,07/10/2019 07:50:00 AM,07/10/2019 08:10:00 AM,Wednesday,Morning,SDOT,,,,1,1,W,Male,25-44,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,
9723,,,,2019_Yesler_Crescent,PIO6,07/10/2019 07:50:00 AM,07/10/2019 08:10:00 AM,Wednesday,Morning,SDOT,,,,1,1,A,Female,15-24,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
9724,,,,2019_Yesler_Crescent,PIO6,07/10/2019 07:50:00 AM,07/10/2019 08:10:00 AM,Wednesday,Morning,SDOT,,,,1,1,A,Female,15-24,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,
9725,,,,2019_Yesler_Crescent,PIO6,07/10/2019 07:50:00 AM,07/10/2019 08:10:00 AM,Wednesday,Morning,SDOT,,,,1,1,W,Male,25-44,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,
9726,,,,2019_Yesler_Crescent,PIO6,07/10/2019 07:50:00 AM,07/10/2019 08:10:00 AM,Wednesday,Morning,SDOT,,,,1,1,A,Female,25-44,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
9727,,,,2019_Yesler_Crescent,PIO6,07/10/2019 07:50:00 AM,07/10/2019 08:10:00 AM,Wednesday,Morning,SDOT,,,,1,1,B,Male,25-44,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,
9728,,,,2019_Yesler_Crescent,PIO6,07/10/2019 07:50:00 AM,07/10/2019 08:10:00 AM,Wednesday,Morning,SDOT,,,,1,1,W,Male,25-44,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,
9729,,,,2019_Yesler_Crescent,PIO6,07/10/2019 07:50:00 AM,07/10/2019 08:10:00 AM,Wednesday,Morning,SDOT,,,,1,1,B,Male,25-44,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,
9730,,,,2019_Yesler_Crescent,PIO6,07/10/2019 07:50:00 AM,07/10/2019 08:10:00 AM,Wednesday,Morning,SDOT,,,,1,1,B,Female,25-44,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
9731,,,,2019_Yesler_Crescent,PIO6,07/10/2019 07:50:00 AM,07/10/2019 08:10:00 AM,Wednesday,Morning,SDOT,,,,1,1,A,Male,45-64,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
9732,,,,2019_Yesler_Crescent,PIO6,07/10/2019 07:50:00 AM,07/10/2019 08:10:00 AM,Wednesday,Morning,SDOT,,,,1,1,B,Male,25-44,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,
9733,,,,2019_Yesler_Crescent,PIO6,07/10/2019 07:50:00 AM,07/10/2019 08:10:00 AM,Wednesday,Morning,SDOT,,,,1,1,B,Male,25-44,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
9734,,,,2019_Yesler_Crescent,PIO6,07/10/2019 07:50:00 AM,07/10/2019 08:10:00 AM,Wednesday,Morning,SDOT,,,,1,1,A,Male,25-44,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,
9735,,,,2019_Yesler_Crescent,PIO6,07/10/2019 07:50:00 AM,07/10/2019 08:10:00 AM,Wednesday,Morning,SDOT,,,,1,1,A,Male,25-44,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
9736,,,,2019_Yesler_Crescent,PIO6,07/10/2019 07:50:00 AM,07/10/2019 08:10:00 AM,Wednesday,Morning,SDOT,,,,1,1,A,Female,25-44,,1,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,
9737,,,,2019_Yesler_Crescent,PIO6,07/10/2019 07:50:00 AM,07/10/2019 08:10:00 AM,Wednesday,Morning,SDOT,,,,1,1,B,Male,25-44,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
9738,,,,2019_Yesler_Crescent,PIO6,07/10/2019 07:50:00 AM,07/10/2019 08:10:00 AM,Wednesday,Morning,SDOT,,,,1,1,B,Male,25-44,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
9739,,,,2019_Yesler_Crescent,PIO6,07/10/2019 07:50:00 AM,07/10/2019 08:10:00 AM,Wednesday,Morning,SDOT,,,,1,1,W,Male,25-44,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,
9740,,,,2019_Yesler_Crescent,PIO6,07/10/2019 07:50:00 AM,07/10/2019 08:10:00 AM,Wednesday,Morning,SDOT,,,,1,1,W,Male,25-44,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,
9741,,,,2019_Yesler_Crescent,PIO6,07/10/2019 07:50:00 AM,07/10/2019 08:10:00 AM,Wednesday,Morning,SDOT,,,,1,1,A,Female,25-44,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,
9742,,,,2019_Yesler_Crescent,PIO6,07/10/2019 07:50:00 AM,07/10/2019 08:10:00 AM,Wednesday,Morning,SDOT,,,,1,1,A,Female,25-44,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,
9743,,,,2019_Yesler_Crescent,PIO6,07/10/2019 07:50:00 AM,07/10/2019 08:10:00 AM,Wednesday,Morning,SDOT,,,,1,1,W,Male,25-44,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,
9744,,,,2019_Yesler_Crescent,PIO6,07/10/2019 07:50:00 AM,07/10/2019 08:10:00 AM,Wednesday,Morning,SDOT,,,,1,1,B,Male,25-44,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,
9745,,,,2019_Yesler_Crescent,PIO6,07/10/2019 07:50:00 AM,07/10/2019 08:10:00 AM,Wednesday,Morning,SDOT,,,,1,1,B,Male,25-44,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,
9746,,,,2019_Yesler_Crescent,PIO6,07/10/2019 07:50:00 AM,07/10/2019 08:10:00 AM,Wednesday,Morning,SDOT,,,,1,1,W,Female,15-24,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,
9747,,,,2019_Yesler_Crescent,PIO7,07/10/2019 08:15:00 AM,07/10/2019 08:35:00 AM,Wednesday,Morning,SDOT,,,,1,1,W,Female,65+,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9748,,,,2019_Yesler_Crescent,PIO7,07/10/2019 08:15:00 AM,07/10/2019 08:35:00 AM,Wednesday,Morning,SDOT,,,,1,1,W,Male,25-44,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
9749,,,,2019_Yesler_Crescent,PIO7,07/10/2019 08:15:00 AM,07/10/2019 08:35:00 AM,Wednesday,Morning,SDOT,,,,1,2,N,Male,45-64,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
9750,,,,2019_Yesler_Crescent,PIO7,07/10/2019 08:15:00 AM,07/10/2019 08:35:00 AM,Wednesday,Morning,SDOT,,,,1,2,N,Female,45-64,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
9751,,,,2019_Yesler_Crescent,PIO7,07/10/2019 08:15:00 AM,07/10/2019 08:35:00 AM,Wednesday,Morning,SDOT,,,,1,1,A,Female,45-64,1,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
9752,,,,2019_Yesler_Crescent,PIO7,07/10/2019 08:15:00 AM,07/10/2019 08:35:00 AM,Wednesday,Morning,SDOT,,,,1,1,W,Male,65+,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
9753,,,,2019_Yesler_Crescent,PIO7,07/10/2019 08:15:00 AM,07/10/2019 08:35:00 AM,Wednesday,Morning,SDOT,,,,1,1,W,Male,65+,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
9754,,,,2019_Yesler_Crescent,PIO7,07/10/2019 08:15:00 AM,07/10/2019 08:35:00 AM,Wednesday,Morning,SDOT,,,,1,1,B,Male,25-44,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
9755,,,,2019_Yesler_Crescent,PIO7,07/10/2019 08:15:00 AM,07/10/2019 08:35:00 AM,Wednesday,Morning,SDOT,,,,1,4,N,Male,45-64,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
9756,,,,2019_Yesler_Crescent,PIO7,07/10/2019 08:15:00 AM,07/10/2019 08:35:00 AM,Wednesday,Morning,SDOT,,,,1,4,W,Male,45-64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
9757,,,,2019_Yesler_Crescent,PIO7,07/10/2019 08:15:00 AM,07/10/2019 08:35:00 AM,Wednesday,Morning,SDOT,,,,1,4,N,Female,45-64,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
9758,,,,2019_Yesler_Crescent,PIO7,07/10/2019 08:15:00 AM,07/10/2019 08:35:00 AM,Wednesday,Morning,SDOT,,,,1,4,N,Female,45-64,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
9759,,,,2019_Yesler_Crescent,PIO7,07/10/2019 08:15:00 AM,07/10/2019 08:35:00 AM,Wednesday,Morning,SDOT,,,,1,1,N,Male,25-44,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9760,,,,2019_Yesler_Crescent,PIO7,07/10/2019 08:15:00 AM,07/10/2019 08:35:00 AM,Wednesday,Morning,SDOT,,,,1,1,A,Male,25-44,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9761,,,,2019_Yesler_Crescent,PIO7,07/10/2019 08:15:00 AM,07/10/2019 08:35:00 AM,Wednesday,Morning,SDOT,,,,1,1,W,Male,45-64,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
9762,,,,2019_Yesler_Crescent,PIO7,07/10/2019 08:15:00 AM,07/10/2019 08:35:00 AM,Wednesday,Morning,SDOT,,,,1,2,N,Male,45-64,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
9763,,,,2019_Yesler_Crescent,PIO7,07/10/2019 08:15:00 AM,07/10/2019 08:35:00 AM,Wednesday,Morning,SDOT,,,,1,2,N,Female,45-64,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
9764,,,,2019_Yesler_Crescent,PIO7,07/10/2019 08:15:00 AM,07/10/2019 08:35:00 AM,Wednesday,Morning,SDOT,,,,1,2,N,Female,45-64,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
9765,,,,2019_Yesler_Crescent,PIO7,07/10/2019 08:15:00 AM,07/10/2019 08:35:00 AM,Wednesday,Morning,SDOT,,,,1,2,N,Male,45-64,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
9766,,,,2019_Yesler_Crescent,PIO7,07/10/2019 08:15:00 AM,07/10/2019 08:35:00 AM,Wednesday,Morning,SDOT,,,,1,1,N,Male,45-64,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
9767,,,,2019_Yesler_Crescent,PIO7,07/10/2019 08:15:00 AM,07/10/2019 08:35:00 AM,Wednesday,Morning,SDOT,,,,1,1,N,Male,45-64,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
9768,,,,2019_Yesler_Crescent,PIO7,07/10/2019 07:30:00 AM,07/10/2019 07:50:00 AM,Wednesday,Morning,SDOT,,,,1,1,W,Male,25-44,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9769,,,,2019_Yesler_Crescent,PIO7,07/10/2019 07:30:00 AM,07/10/2019 07:50:00 AM,Wednesday,Morning,SDOT,,,,1,1,W,Male,25-44,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9770,,,,2019_Yesler_Crescent,PIO7,07/10/2019 07:30:00 AM,07/10/2019 07:50:00 AM,Wednesday,Morning,SDOT,,,,1,1,W,Male,25-44,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
9771,,,,2019_Yesler_Crescent,PIO7,07/10/2019 07:30:00 AM,07/10/2019 07:50:00 AM,Wednesday,Morning,SDOT,,,,1,1,W,Male,25-44,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9772,,,,2019_Yesler_Crescent,PIO7,07/10/2019 07:30:00 AM,07/10/2019 07:50:00 AM,Wednesday,Morning,SDOT,,,,1,1,W,Male,25-44,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9773,,,,2019_Yesler_Crescent,PIO7,07/10/2019 07:30:00 AM,07/10/2019 07:50:00 AM,Wednesday,Morning,SDOT,,,,1,1,W,Female,25-44,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9774,,,,2019_Yesler_Crescent,PIO7,07/10/2019 07:30:00 AM,07/10/2019 07:50:00 AM,Wednesday,Morning,SDOT,,,,1,1,W,Male,25-44,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9775,,,,2019_Yesler_Crescent,PIO7,07/10/2019 07:30:00 AM,07/10/2019 07:50:00 AM,Wednesday,Morning,SDOT,,,,1,1,A,Male,45-64,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
9776,,,,2019_Yesler_Crescent,PIO7,07/10/2019 07:30:00 AM,07/10/2019 07:50:00 AM,Wednesday,Morning,SDOT,,,,1,2,W,Male,25-44,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9777,,,,2019_Yesler_Crescent,PIO7,07/10/2019 07:30:00 AM,07/10/2019 07:50:00 AM,Wednesday,Morning,SDOT,,,,1,2,A,Female,25-44,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9778,,,,2019_Yesler_Crescent,PIO6,07/10/2019 08:35:00 AM,07/10/2019 08:55:00 AM,Wednesday,Morning,SDOT,,,,1,1,B,Male,25-44,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,1,,,,,,,,
9779,,,,2019_Yesler_Crescent,PIO6,07/10/2019 08:35:00 AM,07/10/2019 08:55:00 AM,Wednesday,Morning,SDOT,,,,1,1,W,Male,25-44,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
9780,,,,2019_Yesler_Crescent,PIO6,07/10/2019 08:35:00 AM,07/10/2019 08:55:00 AM,Wednesday,Morning,SDOT,,,,1,1,A,Male,25-44,1,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,1,,,,,,,,
9781,,,,2019_Yesler_Crescent,PIO6,07/10/2019 08:35:00 AM,07/10/2019 08:55:00 AM,Wednesday,Morning,SDOT,,,,1,1,B,Male,45-64,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9782,,,,2019_Yesler_Crescent,PIO6,07/10/2019 08:35:00 AM,07/10/2019 08:55:00 AM,Wednesday,Morning,SDOT,,,,1,1,B,Male,45-64,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
9783,,,,2019_Yesler_Crescent,PIO6,07/10/2019 08:35:00 AM,07/10/2019 08:55:00 AM,Wednesday,Morning,SDOT,,,,1,1,W,Male,65+,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
9784,,,,2019_Yesler_Crescent,PIO6,07/10/2019 08:35:00 AM,07/10/2019 08:55:00 AM,Wednesday,Morning,SDOT,,,,1,1,A,Female,25-44,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,
9785,,,,2019_Yesler_Crescent,PIO6,07/10/2019 08:35:00 AM,07/10/2019 08:55:00 AM,Wednesday,Morning,SDOT,,,,1,2,A,Male,45-64,1,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,
9786,,,,2019_Yesler_Crescent,PIO6,07/10/2019 08:35:00 AM,07/10/2019 08:55:00 AM,Wednesday,Morning,SDOT,,,,1,2,A,Female,45-64,1,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,
9787,,,,2019_Yesler_Crescent,PIO6,07/10/2019 08:35:00 AM,07/10/2019 08:55:00 AM,Wednesday,Morning,SDOT,,,,1,1,W,Female,25-44,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,
9788,,,,2019_Yesler_Crescent,PIO6,07/10/2019 08:35:00 AM,07/10/2019 08:55:00 AM,Wednesday,Morning,SDOT,,,,1,1,W,Male,25-44,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,
9789,,,,2019_Yesler_Crescent,PIO6,07/10/2019 08:35:00 AM,07/10/2019 08:55:00 AM,Wednesday,Morning,SDOT,,,,1,1,B,Male,65+,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
9790,,,,2019_Yesler_Crescent,PIO6,07/10/2019 08:35:00 AM,07/10/2019 08:55:00 AM,Wednesday,Morning,SDOT,,,,1,1,W,Male,25-44,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
9791,,,,2019_Yesler_Crescent,PIO6,07/10/2019 08:35:00 AM,07/10/2019 08:55:00 AM,Wednesday,Morning,SDOT,,,,1,1,W,Male,45-64,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
9792,,,,2019_Yesler_Crescent,PIO6,07/10/2019 08:35:00 AM,07/10/2019 08:55:00 AM,Wednesday,Morning,SDOT,,,,1,1,W,Female,45-64,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,
9793,,,,2019_Yesler_Crescent,PIO6,07/10/2019 08:35:00 AM,07/10/2019 08:55:00 AM,Wednesday,Morning,SDOT,,,,1,1,A,Female,15-24,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,
